Velo,SpinRate,HorzBreak,InducedVertBreak,InPlayProbability
97.99,2231.0,16.64,10.11,0.28236753
92.86,2403.0,6.48,17.89,0.2334691
95.29,2212.0,13.42,11.95,0.34095657
93.95,2540.0,6.69,18.86,0.22555837
92.01,2295.0,4.71,18.01,0.2334691
87.54,2251.0,16.44,11.91,0.1994801
87.3,2169.0,0.12,16.61,0.33574933
94.82,2400.0,8.99,17.77,0.24785356
98.55,2270.0,15.63,11.79,0.30521944
92.56,2072.0,14.45,12.18,0.3500242
96.48,2507.0,3.4,20.2,0.1611736
96.91,2248.0,15.53,15.15,0.29094064
93.37,2097.0,13.9,14.32,0.32638067
95.8,2402.0,6.9,18.4,0.20020466
92.03,2130.0,13.02,7.49,0.3878671
92.95,2049.0,8.37,12.44,0.26976648
94.09,2091.0,12.84,4.55,0.37645024
92.0,2772.0,1.16,17.78,0.14784284
94.34,2316.0,9.34,15.23,0.2557399
94.27,1964.0,13.83,12.79,0.3313674
95.0,2299.0,-1.82,10.48,0.28739122
95.11,2263.0,11.59,15.73,0.2774043
95.26,2538.0,17.18,10.85,0.26534852
95.62,2389.0,7.13,19.48,0.16598205
93.11,2343.0,9.64,18.38,0.23960781
95.33,2324.0,6.73,17.63,0.2074644
95.49,2284.0,14.17,15.57,0.3156156
93.36,2243.0,8.86,16.24,0.265987
96.49,2182.0,13.83,13.96,0.33780697
94.72,2257.0,3.05,19.89,0.18493712
97.02,2385.0,6.44,18.43,0.20020466
93.75,2392.0,2.78,22.79,0.07987914
89.35,2262.0,14.3,16.91,0.2805537
94.66,2115.0,15.88,8.47,0.3258542
100.08,2394.0,5.93,15.76,0.26034757
92.14,2075.0,9.6,17.65,0.27276218
96.39,2368.0,6.59,18.25,0.20020466
95.33,2529.0,8.05,16.47,0.21443193
92.02,2241.0,10.5,16.61,0.28720087
94.99,2318.0,14.57,12.06,0.32396856
93.57,1905.0,9.25,13.59,0.31586006
97.1,2319.0,15.87,10.11,0.26881927
98.17,2449.0,7.6,15.05,0.22905207
94.94,2164.0,14.24,10.93,0.34304664
96.0,2128.0,14.68,15.72,0.31801015
94.77,2084.0,15.04,4.86,0.35489765
96.47,2270.0,9.77,15.56,0.22799234
92.86,2176.0,17.97,12.56,0.28916225
92.82,2271.0,8.08,18.68,0.22555837
95.3,2524.0,10.25,19.51,0.20345885
92.69,2053.0,16.36,1.91,0.3215245
96.71,2410.0,14.06,10.17,0.2950037
95.43,2386.0,6.36,17.9,0.2074644
92.06,1961.0,3.17,17.62,0.29429808
94.24,2232.0,7.21,14.94,0.2509012
97.69,2368.0,18.34,1.26,0.3218183
89.61,2254.0,0.96,19.37,0.24561279
96.06,2320.0,3.6,17.65,0.2074644
93.52,1905.0,5.02,17.74,0.28279296
95.03,2449.0,8.34,18.89,0.22555837
92.6,2161.0,13.43,8.56,0.3881782
95.54,2380.0,1.61,10.82,0.23358528
93.2,2187.0,16.94,11.69,0.33769873
88.76,2090.0,18.18,6.76,0.3364696
92.07,2171.0,17.36,11.89,0.26580948
93.81,1980.0,11.1,10.06,0.37776285
90.76,2190.0,4.89,18.24,0.30919865
94.17,2163.0,11.65,14.81,0.2830383
90.88,2086.0,12.11,8.79,0.33975714
95.97,2242.0,11.8,17.27,0.2403633
97.04,2511.0,8.77,19.25,0.2348385
95.92,2206.0,4.57,19.02,0.21350409
91.7,2252.0,6.47,18.14,0.24378172
98.49,2526.0,3.99,14.94,0.17348388
93.86,2416.0,16.28,17.05,0.2675872
96.74,2424.0,8.3,16.73,0.21443193
95.23,2175.0,15.12,4.49,0.34190407
92.1,2271.0,14.24,13.9,0.34393325
92.39,2246.0,3.18,13.78,0.27076325
95.08,2490.0,7.95,19.77,0.18223862
93.9,1969.0,16.24,8.81,0.30482918
94.12,2163.0,7.71,19.13,0.26359147
88.73,2202.0,10.94,16.21,0.2788709
93.75,2396.0,9.25,16.67,0.2557399
94.36,1739.0,9.49,13.67,0.25133607
95.35,2319.0,5.36,18.89,0.20020466
96.38,2380.0,16.41,13.36,0.26949105
95.79,2316.0,11.5,12.48,0.26852745
92.8,2121.0,14.97,13.02,0.3384779
96.77,2033.0,11.3,13.98,0.25746664
95.03,2675.0,3.46,19.25,0.16537094
92.93,2317.0,19.01,3.81,0.29080856
94.28,2162.0,8.06,18.98,0.24003658
97.34,2575.0,9.2,17.95,0.20852104
92.45,2224.0,8.97,13.37,0.29382583
91.23,2365.0,3.77,19.62,0.20011543
93.21,2330.0,6.92,17.87,0.2334691
95.13,2226.0,1.73,16.22,0.262313
97.21,2561.0,10.25,11.41,0.23875034
98.65,3015.0,6.98,15.43,0.2557589
92.17,1997.0,4.57,18.3,0.2841634
97.66,2297.0,16.02,11.07,0.30395013
97.7,2295.0,13.83,8.7,0.3520666
92.26,2149.0,8.99,15.15,0.2811448
96.4,2365.0,3.97,14.74,0.21443193
90.96,2331.0,8.22,17.61,0.2334691
94.3,2213.0,11.35,14.93,0.2774043
91.05,2059.0,16.67,2.97,0.3215245
94.96,2281.0,12.73,14.88,0.30562294
96.98,2405.0,-0.44,18.7,0.14936244
97.24,2338.0,13.59,15.46,0.3156156
87.9,2070.0,7.34,14.32,0.30469593
95.32,2711.0,0.68,19.77,0.07566756
92.69,2304.0,9.23,18.81,0.23960781
92.43,2178.0,4.16,15.39,0.26551032
92.71,2355.0,3.87,18.2,0.22555837
95.63,2387.0,5.76,15.3,0.21443193
92.18,1901.0,12.65,7.53,0.4177899
97.59,2340.0,17.27,7.77,0.2878913
96.64,2525.0,16.29,15.19,0.26828006
95.85,2658.0,2.73,18.59,0.14932257
88.24,2327.0,8.79,19.05,0.28502622
90.41,2375.0,5.08,16.34,0.2334065
90.9,2024.0,14.62,13.26,0.3233938
92.66,2044.0,5.56,15.35,0.25243708
92.99,2583.0,2.1,10.22,0.18997687
95.12,2417.0,3.34,20.92,0.17705922
95.12,1938.0,7.31,16.82,0.33256602
97.51,2234.0,13.88,3.32,0.3482279
91.02,1982.0,11.8,14.31,0.3200545
87.48,1951.0,18.16,2.34,0.31900474
94.8,1854.0,12.45,14.32,0.33510932
93.57,2316.0,0.75,18.17,0.23618093
92.94,2418.0,2.0,21.68,0.14378516
92.54,1998.0,4.68,14.32,0.30210343
94.21,2035.0,16.04,13.69,0.26581776
93.66,2284.0,15.26,11.07,0.3535276
98.68,2396.0,11.51,15.45,0.20510706
95.42,2132.0,4.29,14.14,0.22840658
98.89,2320.0,14.49,12.31,0.20438488
99.14,2423.0,4.28,14.62,0.13127969
94.27,2223.0,17.13,7.3,0.3042912
93.28,2337.0,4.57,16.17,0.24104442
94.86,2207.0,9.6,19.44,0.20727384
98.27,2015.0,6.04,12.03,0.3137157
90.15,2086.0,11.74,15.61,0.28167155
94.79,2370.0,5.04,16.64,0.24104442
87.02,2213.0,10.82,15.92,0.20585383
98.24,2476.0,6.34,16.59,0.22905207
97.8,2044.0,17.4,3.44,0.27633426
91.72,2305.0,6.21,15.56,0.24104442
93.23,2464.0,15.27,14.38,0.32395303
96.09,2507.0,9.73,13.97,0.2441919
99.14,2233.0,8.57,16.47,0.14058177
95.04,2532.0,9.21,19.37,0.19426663
92.39,2090.0,13.83,13.94,0.35746232
92.71,2235.0,11.99,9.76,0.35292763
94.49,2452.0,14.06,16.64,0.32395303
91.36,2124.0,15.86,10.01,0.35743192
96.28,2416.0,10.75,16.26,0.25125027
93.83,2405.0,4.65,16.24,0.24104442
94.01,2492.0,10.49,14.68,0.26687738
91.17,2286.0,10.26,13.0,0.28482035
93.17,2270.0,3.75,15.97,0.24104442
95.0,2279.0,5.79,15.79,0.24104442
93.73,2288.0,8.97,17.11,0.24785356
92.22,2342.0,9.55,17.54,0.24785356
92.22,2143.0,14.27,10.07,0.32822734
93.94,2297.0,3.28,17.26,0.22723827
95.49,2482.0,9.99,10.87,0.26826692
92.77,2345.0,12.58,13.84,0.32501614
93.81,2155.0,14.01,10.91,0.35606018
90.84,1950.0,13.34,7.43,0.47589496
95.13,2015.0,-0.46,16.11,0.2103586
89.97,2123.0,13.08,7.8,0.3748683
92.19,2277.0,10.2,16.5,0.26687738
93.18,2287.0,12.79,12.68,0.32501614
97.12,2114.0,16.59,11.07,0.3062958
97.23,2324.0,6.1,14.13,0.21443193
92.74,2120.0,14.01,5.53,0.3881782
92.36,2147.0,0.82,14.67,0.27734056
95.65,2588.0,8.28,19.27,0.1562112
92.22,2249.0,0.86,-0.09,0.2577096
90.33,2090.0,4.54,19.6,0.26630098
92.95,2053.0,0.87,15.76,0.26389414
90.53,2523.0,3.6,19.82,0.21695732
91.68,2336.0,21.06,4.17,0.56368303
92.03,2314.0,10.71,17.47,0.27242243
92.73,2189.0,10.36,19.52,0.24606796
89.98,2508.0,7.05,17.54,0.22599974
96.53,2534.0,1.09,18.32,0.1837677
94.27,2513.0,2.64,18.7,0.2194782
94.46,2372.0,10.46,18.85,0.250279
92.68,2226.0,-0.48,19.62,0.18651438
96.58,2300.0,12.13,10.47,0.33171228
93.99,2187.0,11.7,17.57,0.2746208
96.51,2218.0,15.21,11.0,0.32827199
91.41,1816.0,4.54,16.01,0.30144414
92.1,2140.0,-0.34,20.97,0.23099463
94.39,1998.0,8.87,18.58,0.2796528
93.1,2424.0,2.92,19.08,0.2194782
93.54,2331.0,5.94,17.26,0.2334691
93.19,2618.0,-0.55,9.34,0.2027078
99.53,2045.0,14.54,9.16,0.27775997
91.12,2070.0,2.92,16.05,0.258713
93.14,2211.0,13.76,15.02,0.33709994
95.84,2394.0,9.59,16.61,0.22799234
89.87,2470.0,14.01,13.61,0.28390378
95.9,2377.0,7.54,17.84,0.2074644
93.89,2207.0,13.01,10.37,0.35575986
96.98,1930.0,4.53,14.4,0.26110405
94.21,2211.0,4.59,16.55,0.2561878
97.88,2170.0,19.95,10.12,0.18029086
95.55,2021.0,4.91,15.57,0.21662146
86.73,1888.0,-1.15,11.61,0.53554827
96.62,2480.0,14.02,12.84,0.31694773
95.42,2011.0,12.13,13.6,0.34739298
98.01,2405.0,4.58,17.2,0.2217436
93.48,2208.0,11.31,18.88,0.2657993
96.02,2165.0,8.59,14.63,0.23303428
95.9,2212.0,16.41,6.52,0.30521876
87.92,1969.0,12.36,10.2,0.30872375
89.07,2414.0,11.64,18.09,0.278525
92.53,1938.0,13.45,12.03,0.5039999
89.59,2048.0,14.61,9.03,0.31296334
94.87,2245.0,16.07,9.58,0.3273801
93.6,2245.0,18.19,11.09,0.30536643
91.78,2301.0,4.74,19.62,0.20011543
95.91,2379.0,7.74,18.64,0.20020466
91.31,2309.0,5.71,14.88,0.24104442
96.05,2444.0,17.76,10.24,0.28893265
96.71,2104.0,11.0,12.06,0.26950553
93.54,2297.0,14.42,15.23,0.32395303
93.47,2248.0,2.19,16.5,0.19122465
97.6,2331.0,12.68,13.5,0.31666416
91.73,2279.0,2.07,16.54,0.25215882
94.68,2152.0,7.14,12.51,0.27368036
95.91,2182.0,19.34,11.1,0.24771653
92.93,2219.0,10.7,15.44,0.28720087
95.54,2072.0,7.33,16.71,0.22840658
95.6,2019.0,15.95,11.04,0.29201278
95.18,2099.0,10.39,13.24,0.30162093
95.43,2226.0,15.15,10.59,0.32827199
97.14,2464.0,9.48,17.79,0.220708
96.9,2295.0,11.54,17.44,0.24345708
94.06,2229.0,8.11,17.52,0.2431154
91.88,2229.0,5.34,18.99,0.24378172
93.12,2204.0,9.86,16.77,0.2811448
93.95,2262.0,7.51,17.89,0.2431154
97.51,2400.0,3.65,17.75,0.2074644
97.72,2286.0,10.46,12.53,0.25499877
92.39,2083.0,8.12,15.72,0.26551032
98.37,2269.0,11.57,15.26,0.31082648
95.3,2235.0,13.49,2.47,0.35697746
94.89,2542.0,11.03,19.45,0.2150424
96.48,2282.0,13.06,16.5,0.2975496
96.05,2122.0,9.64,14.93,0.24257785
93.75,2213.0,8.91,20.1,0.20272155
93.68,2022.0,17.81,10.65,0.2969065
94.26,2211.0,9.88,17.15,0.26327634
94.84,2181.0,12.41,13.58,0.3274479
92.59,2209.0,3.82,19.4,0.22164033
98.31,2424.0,15.19,11.63,0.35105675
94.76,2233.0,16.05,6.37,0.319748
96.49,2297.0,6.8,18.56,0.20020466
96.91,2304.0,5.66,16.39,0.21443193
96.34,2219.0,11.71,16.1,0.24808986
88.08,2045.0,8.55,16.92,0.29525343
93.11,2606.0,1.87,15.81,0.20993938
90.84,2195.0,2.28,17.72,0.19660567
95.09,2243.0,9.1,16.22,0.265987
92.47,1953.0,11.48,14.56,0.2963686
93.23,2197.0,6.05,12.62,0.28339696
95.26,2460.0,10.43,16.77,0.26687738
91.13,2373.0,4.61,17.95,0.2334691
90.33,2499.0,1.66,20.2,0.19948804
94.21,2344.0,2.97,20.25,0.17705922
91.0,1996.0,5.15,13.88,0.32137668
94.12,2159.0,5.52,16.97,0.24829227
92.99,2231.0,4.41,16.74,0.26009873
95.73,2215.0,13.87,16.21,0.31198293
98.51,2118.0,15.94,3.91,0.25250655
91.77,2108.0,9.11,14.23,0.2811448
94.94,2317.0,14.96,12.57,0.32530364
96.32,2151.0,5.9,17.29,0.22111277
93.44,2263.0,8.04,14.03,0.26816297
95.18,1980.0,11.62,17.44,0.30074757
92.83,2194.0,0.81,16.61,0.27734056
93.94,2496.0,3.09,18.62,0.2194782
93.67,1850.0,12.31,9.42,0.4055619
88.72,2260.0,6.32,16.84,0.26838306
91.38,2491.0,0.24,13.09,0.2381002
95.01,2298.0,11.09,15.96,0.28079864
94.79,2415.0,10.54,15.19,0.26687738
96.71,2209.0,12.77,16.45,0.29986715
92.51,2328.0,1.51,14.13,0.25215882
87.81,2184.0,8.55,21.05,0.2615876
94.64,2498.0,7.64,16.07,0.24104442
95.96,2447.0,6.73,18.47,0.20020466
91.55,2199.0,9.7,15.75,0.2811448
95.58,2219.0,11.89,16.03,0.24808986
97.01,2257.0,8.3,19.71,0.17347096
95.12,2681.0,5.56,22.8,0.051213954
93.21,2329.0,9.74,18.45,0.23960781
93.19,2376.0,7.7,18.1,0.22555837
93.6,2155.0,6.19,16.11,0.2561878
96.34,1920.0,9.73,17.65,0.25806937
89.86,2515.0,8.65,16.19,0.2203024
91.24,2197.0,17.98,4.74,0.3206783
92.41,1893.0,10.26,12.04,0.41600418
93.35,1991.0,17.77,7.41,0.33817232
95.47,2397.0,7.85,15.56,0.21443193
95.03,2513.0,7.21,17.56,0.2334691
95.05,2148.0,10.25,13.98,0.30162093
92.94,2441.0,16.1,11.28,0.32453984
90.09,2349.0,13.08,15.85,0.26574132
93.64,1974.0,5.67,11.32,0.35156494
91.52,2115.0,14.68,1.99,0.36604455
92.69,1965.0,9.52,16.15,0.28447795
94.93,2003.0,14.43,13.48,0.35643348
95.61,2504.0,2.97,19.24,0.21499628
95.28,2305.0,3.04,13.38,0.25119308
90.39,2398.0,6.28,20.45,0.21695732
93.92,1988.0,4.49,15.2,0.3241386
94.98,2170.0,15.3,10.44,0.34304664
94.05,2434.0,10.13,18.84,0.250279
89.97,2015.0,15.99,8.42,0.30962446
92.72,2064.0,0.53,17.94,0.25584286
93.88,2642.0,-1.29,12.35,0.25249735
93.59,2194.0,12.04,15.99,0.30797577
95.99,2441.0,7.18,19.09,0.20020466
91.79,2165.0,3.24,22.69,0.12052246
88.4,2341.0,6.86,17.56,0.24892609
92.51,2009.0,14.76,13.83,0.38726273
95.86,2047.0,0.23,16.45,0.22694647
93.53,1837.0,11.09,3.42,0.35682827
92.28,2085.0,8.65,16.69,0.2811448
92.77,2190.0,4.82,17.29,0.257427
92.59,2125.0,14.45,4.77,0.3881782
95.48,2177.0,12.06,14.73,0.29986715
95.61,2302.0,3.93,17.37,0.2074644
91.39,2038.0,11.1,8.19,0.3442839
90.02,2006.0,14.28,0.76,0.42277232
98.59,2387.0,7.15,14.25,0.17348388
96.89,2418.0,7.32,21.52,0.20226584
98.21,2482.0,9.22,17.32,0.2356277
96.59,2367.0,7.51,16.52,0.21443193
92.28,2160.0,6.8,18.87,0.24896817
93.24,2084.0,16.17,10.99,0.33769873
93.67,2609.0,0.76,13.98,0.19916014
92.38,2020.0,5.79,17.23,0.24461924
95.11,2280.0,7.67,14.59,0.24104442
91.43,2432.0,-3.23,7.55,0.2834291
94.78,2215.0,9.25,15.46,0.265987
92.13,2359.0,6.54,15.47,0.24104442
96.1,2638.0,-4.23,13.02,0.17076586
93.45,2333.0,5.35,17.64,0.2334691
99.11,2577.0,7.32,18.24,0.12992297
90.09,2254.0,12.5,13.41,0.29007834
91.84,1965.0,15.08,8.23,0.36986637
98.99,2254.0,19.91,9.71,0.17605875
94.63,2239.0,6.09,17.34,0.2431154
94.88,1999.0,19.53,8.21,0.278883
93.95,1938.0,9.87,10.03,0.43336472
92.75,2418.0,9.1,18.73,0.23960781
89.27,2277.0,5.64,19.1,0.24388869
94.38,2467.0,17.85,8.84,0.2841601
93.99,2305.0,10.91,19.92,0.2150424
95.4,2029.0,18.0,6.62,0.27633426
97.81,2262.0,12.99,16.28,0.29403555
92.43,1978.0,15.63,2.52,0.37501344
96.05,2495.0,9.09,20.75,0.17716958
93.33,2244.0,7.09,17.29,0.2521235
97.3,2349.0,7.34,14.95,0.21443193
93.86,2154.0,11.71,11.42,0.32879147
92.97,2152.0,14.85,5.62,0.36604455
93.16,2242.0,2.88,18.22,0.23736085
90.13,2232.0,12.35,15.84,0.27192995
93.64,2201.0,15.03,14.5,0.32638067
92.75,2330.0,15.92,8.43,0.32342857
94.88,2486.0,7.79,14.72,0.24104442
93.02,2352.0,2.73,15.41,0.23467329
95.63,2173.0,14.55,10.54,0.33446094
88.91,2123.0,6.56,16.17,0.31163836
95.42,2571.0,4.6,20.2,0.1562112
94.61,2493.0,9.86,18.24,0.23960781
93.31,2415.0,8.51,16.89,0.2334691
92.71,2335.0,9.24,19.28,0.21301597
95.69,2248.0,11.64,14.34,0.24808986
93.45,2114.0,2.2,17.9,0.18907961
98.3,2314.0,-1.77,16.75,0.23307195
94.79,2449.0,7.26,15.86,0.24104442
92.28,2379.0,-0.53,16.91,0.1760387
90.3,1939.0,5.0,13.97,0.39695418
94.93,2517.0,14.2,14.33,0.32395303
91.59,2368.0,5.29,21.6,0.19164872
95.21,2229.0,4.74,17.88,0.2431154
97.41,2066.0,11.76,15.88,0.240667
94.84,2383.0,4.84,18.37,0.22555837
92.25,2301.0,3.89,14.53,0.24104442
94.42,2133.0,15.19,12.59,0.3277365
94.97,2150.0,7.75,14.2,0.2561878
94.32,1923.0,8.95,12.94,0.31586006
93.14,2618.0,6.04,19.02,0.21317683
93.6,1877.0,14.84,7.72,0.383872
95.81,2008.0,14.38,11.81,0.39622515
90.98,2161.0,5.98,17.07,0.257427
96.28,2198.0,13.44,13.12,0.31934768
95.66,2072.0,7.38,9.02,0.2460115
86.62,1743.0,14.77,8.97,0.20394109
95.24,2281.0,12.51,14.13,0.30562294
98.08,2476.0,0.87,14.4,0.21087119
91.29,2062.0,13.48,11.83,0.38390929
95.33,2058.0,16.81,9.24,0.31032726
94.57,2224.0,13.57,6.88,0.37022164
92.62,1840.0,17.12,1.74,0.3646794
93.01,1662.0,8.55,13.33,0.3524704
95.31,2320.0,-0.38,16.58,0.19018058
89.45,2418.0,2.97,16.01,0.22717683
97.41,2135.0,17.21,5.15,0.2901647
91.16,2204.0,11.12,16.04,0.29295316
92.61,2073.0,0.9,14.45,0.27734056
91.78,2451.0,6.27,13.67,0.25786158
93.27,2531.0,11.51,19.21,0.2886376
87.03,2256.0,13.12,13.5,0.20360786
95.87,2212.0,12.21,12.8,0.31906295
96.27,2363.0,11.86,15.45,0.25125027
94.4,2564.0,5.04,16.81,0.28959653
93.09,2761.0,9.97,20.23,0.1463368
95.07,2191.0,9.89,20.08,0.20727384
95.99,2351.0,7.18,20.78,0.16598205
95.42,2201.0,8.2,18.17,0.21350409
93.86,2219.0,8.98,15.47,0.265987
94.75,2294.0,11.41,17.73,0.27242243
97.07,2601.0,2.99,20.3,0.15163434
96.81,2121.0,12.88,12.26,0.31774145
94.92,2195.0,8.56,17.49,0.2531907
92.83,2047.0,6.78,14.78,0.25243708
92.69,2639.0,4.4,18.58,0.21317683
94.14,2270.0,4.68,15.32,0.24104442
93.97,2445.0,6.31,19.24,0.24815647
96.0,2253.0,4.81,19.33,0.17347096
96.83,2339.0,10.44,15.89,0.2383084
93.08,2342.0,2.32,15.42,0.23467329
95.54,2221.0,12.32,11.51,0.32798314
94.63,2212.0,4.18,18.77,0.24003658
93.33,2642.0,2.98,18.56,0.20734106
92.21,2007.0,12.05,11.71,0.4307968
92.43,2422.0,13.23,10.04,0.32594198
93.33,2339.0,13.88,13.25,0.32530364
93.93,2268.0,11.05,13.74,0.2992956
94.86,2280.0,9.49,11.41,0.2990174
92.5,2313.0,13.05,16.67,0.30562294
94.43,2304.0,4.68,14.91,0.24104442
95.82,2650.0,7.78,20.04,0.1562112
92.05,2060.0,4.7,14.89,0.25243708
94.52,2294.0,4.35,17.03,0.2334691
93.17,1746.0,16.83,0.58,0.3184849
92.14,2158.0,16.27,12.0,0.384167
96.79,2270.0,15.74,6.94,0.33087847
93.71,2260.0,3.0,17.48,0.23670661
94.7,2200.0,14.83,15.0,0.32638067
97.1,2464.0,3.12,13.95,0.22379053
93.87,2639.0,4.86,18.37,0.21317683
92.72,2051.0,9.39,16.08,0.2675822
93.26,1867.0,15.79,10.13,0.32712954
93.28,2391.0,4.0,19.72,0.20011543
92.94,2427.0,10.44,16.95,0.25876704
91.4,2276.0,9.11,18.74,0.23960781
94.45,2422.0,4.38,16.69,0.24104442
94.95,2569.0,7.44,17.1,0.22077711
90.57,2225.0,9.59,1.11,0.42852148
94.83,2498.0,12.35,16.81,0.29681182
98.33,2289.0,1.1,17.97,0.27195036
95.09,2305.0,9.25,16.46,0.2557399
95.04,2278.0,8.41,17.37,0.2334691
94.72,2613.0,-2.57,9.97,0.23901685
92.64,2336.0,6.95,16.34,0.24104442
89.23,1874.0,13.97,12.41,0.35417178
96.04,2459.0,6.46,17.13,0.2074644
94.17,2265.0,5.72,19.02,0.23497802
94.96,2380.0,6.36,20.16,0.18223862
95.01,2149.0,15.33,13.95,0.32416278
95.12,2333.0,4.88,21.14,0.22113384
94.9,2195.0,8.37,16.57,0.2561878
96.6,2520.0,5.32,17.94,0.2074644
95.03,2249.0,-0.56,16.72,0.32568496
92.84,2236.0,10.94,16.04,0.28720087
93.64,2237.0,7.74,22.29,0.10751471
91.86,2295.0,9.85,17.0,0.24785356
98.76,2357.0,11.38,15.74,0.15666798
90.92,2042.0,0.81,20.05,0.24598593
94.77,2191.0,6.28,21.34,0.23541437
93.25,2015.0,16.79,7.34,0.3215245
95.13,2276.0,1.18,16.7,0.25215882
92.83,1995.0,13.8,12.5,0.36760113
95.83,2220.0,6.25,17.28,0.21633945
94.49,2617.0,5.9,14.59,0.22806315
89.74,2081.0,1.01,20.46,0.2781531
93.05,2215.0,5.35,19.87,0.21685879
96.35,2109.0,17.76,14.87,0.27045742
89.74,2032.0,13.5,10.45,0.33908272
88.07,2215.0,4.94,22.25,0.39770764
90.28,1856.0,13.65,8.26,0.40476653
97.62,2262.0,17.06,15.1,0.26498133
92.76,2078.0,9.54,16.27,0.2811448
92.56,2164.0,12.69,12.13,0.3497262
91.73,2143.0,14.03,15.12,0.33709994
93.75,2034.0,19.89,6.55,0.19707233
97.5,2581.0,6.48,17.15,0.19582497
100.62,2297.0,8.48,14.76,0.11648979
90.71,2071.0,9.22,17.17,0.30476734
99.19,2459.0,10.21,19.33,0.12761167
92.57,2205.0,15.41,10.1,0.32822734
95.35,2236.0,18.06,6.38,0.28444514
93.4,1879.0,16.79,9.86,0.3750881
94.19,2219.0,4.15,14.54,0.2509012
94.63,2420.0,1.36,14.52,0.22218597
98.07,2401.0,8.44,15.49,0.22905207
93.31,1948.0,7.93,14.53,0.35288474
90.15,2252.0,7.87,16.97,0.2442475
97.83,2231.0,19.78,5.04,0.20176138
94.52,2243.0,8.32,15.88,0.2509012
98.06,2351.0,6.5,17.41,0.2217436
92.66,2339.0,12.67,19.03,0.28755996
94.16,2067.0,13.7,15.61,0.31158173
96.4,2445.0,2.49,19.66,0.1611736
95.31,2220.0,15.42,8.53,0.33564687
93.56,2453.0,1.09,13.68,0.2381002
99.53,2178.0,14.59,9.18,0.29163304
96.05,2343.0,16.6,8.73,0.30287775
92.07,2017.0,18.11,5.05,0.30602044
95.11,2411.0,18.68,9.56,0.29805252
90.65,2323.0,2.99,15.34,0.26383057
92.64,2144.0,8.85,14.12,0.2811448
91.39,1991.0,9.95,13.61,0.32708955
90.43,2116.0,10.32,16.79,0.28167155
94.45,2380.0,15.22,12.12,0.33662918
93.89,1961.0,6.08,10.64,0.3266674
95.03,2347.0,13.02,11.69,0.34026352
95.03,2101.0,12.26,11.12,0.3427514
88.91,1900.0,7.28,14.37,0.35083324
93.5,2516.0,4.21,16.81,0.2334691
96.94,2462.0,7.36,18.79,0.20020466
91.54,2427.0,5.38,17.3,0.2334691
93.42,2254.0,5.01,17.75,0.2431154
90.95,2135.0,7.88,8.82,0.29672346
96.36,2466.0,4.41,13.12,0.22995496
93.27,2131.0,22.25,14.83,0.21419199
94.08,2307.0,7.94,13.4,0.25786158
93.99,3182.0,8.71,16.74,0.4379036
93.21,2345.0,9.7,17.54,0.24785356
89.13,2194.0,3.08,15.69,0.25070015
89.33,2220.0,5.22,21.04,0.2809412
94.19,2164.0,2.08,16.58,0.2677541
96.99,2398.0,6.02,19.81,0.16598205
95.36,2010.0,11.55,12.66,0.29661262
96.15,2123.0,11.64,14.2,0.25333726
88.54,2132.0,2.7,19.45,0.28456515
97.99,2495.0,7.33,17.3,0.2217436
92.87,2308.0,2.44,20.04,0.1945488
92.82,2145.0,5.37,16.99,0.257427
93.29,2115.0,8.44,19.47,0.22164033
95.0,2337.0,12.71,15.36,0.30562294
94.81,2188.0,11.86,12.46,0.30162093
92.33,2405.0,8.28,18.44,0.22555837
95.7,2393.0,15.88,15.0,0.26828006
92.26,2484.0,5.28,9.96,0.31293485
94.28,,13.46,20.38,0.20159061
95.55,2189.0,0.86,15.22,0.23912185
94.74,2385.0,12.83,16.21,0.30562294
92.22,2203.0,8.57,14.36,0.27062607
89.67,2525.0,1.98,18.22,0.22487366
97.95,2455.0,6.45,13.64,0.24530298
92.04,1981.0,10.58,16.07,0.3200545
96.34,2376.0,5.06,17.62,0.2074644
94.32,2121.0,14.71,10.94,0.35606018
93.45,2310.0,7.64,16.89,0.2334691
93.36,1937.0,13.04,7.43,0.40607658
96.28,2843.0,5.9,17.21,0.10691829
98.49,2473.0,6.16,17.44,0.16756305
92.22,2610.0,5.54,19.33,0.18879005
91.29,1985.0,16.58,-2.58,0.29390132
96.26,2165.0,14.41,13.16,0.31934768
95.53,2242.0,6.42,14.4,0.22352102
96.32,2326.0,11.2,13.17,0.26852745
96.58,2281.0,15.47,-0.86,0.30796558
94.5,2434.0,2.91,17.99,0.22723827
91.53,1939.0,10.97,7.12,0.44580236
94.26,2204.0,10.06,12.37,0.28960627
95.3,2388.0,8.9,17.16,0.24785356
95.24,2046.0,7.93,9.88,0.30349177
87.7,2194.0,3.34,20.92,0.29492506
97.4,2178.0,8.89,15.5,0.24257785
88.98,2228.0,0.39,17.25,0.28029245
97.21,2428.0,4.77,15.43,0.21443193
87.49,1940.0,6.65,18.51,0.46687046
91.4,2022.0,12.64,12.04,0.3984504
95.73,2761.0,9.85,19.01,0.11020795
92.54,2015.0,2.31,18.59,0.23016074
97.43,2065.0,18.09,7.94,0.27633426
97.42,2294.0,16.88,10.72,0.30395013
88.77,2333.0,7.61,16.56,0.2568349
92.61,1966.0,4.38,17.34,0.30164993
95.8,1736.0,7.52,13.67,0.21942405
93.7,2267.0,10.83,16.8,0.26909152
90.76,2409.0,9.06,17.4,0.27805343
